sentiment,Adult,Air Travel,Alcoholic Beverages,American Football,Apparel,Arts & Entertainment,Autos & Vehicles,Baked Goods,Basketball,Beauty & Fitness,Bed & Bath,Beverages,Books & Literature,Building Materials & Supplies,Business & Industrial,Business Services,Cards & Greetings,Celebrities & Entertainment News,Charity & Philanthropy,Clothing Accessories,Coffee & Tea,Colleges & Universities,Combat Sports,Comics & Animation,Computer & Video Games,Computer Hardware,Computers & Electronics,Construction & Maintenance,Consumer Electronics,Consumer Resources,Cooking & Recipes,Coupons & Discount Offers,Credit & Lending,Cricket,Crime & Justice,Currencies & Foreign Exchange,Desserts,Dogs,Education,Energy & Utilities,Engineering & Technology,Events & Listings,Face & Body Care,Family,Family & Relationships,Finance,Fitness,Food,Food & Drink,Gambling,Game Systems & Consoles,Games,Gifts,Gifts & Special Event Items,Government,Hair Care,Health,Health Conditions,Hobbies & Leisure,Holidays & Seasonal Events,Home & Garden,Home Improvement,Hotels & Accommodations,Humor,Individual Sports,Infectious Diseases,Internet & Telecom,Jobs & Education,Laptops & Notebooks,Law & Government,Legal,Loans,Lottery,Massively Multiplayer Games,Meat & Seafood,Medical Facilities & Services,Medical Procedures,Merit Prizes & Contests,Military,Mobile & Wireless,Mobile Apps & Add-Ons,Mobile Phones,Motor Vehicles (By Type),Movies,Music & Audio,News,Nutrition,Online Communities,Online Games,Online Media,Online Video,Outdoors,People & Society,Pets,Pets & Animals,Photographic & Digital Arts,Politics,Public Health,Public Safety,Radio,Real Estate,Reference,Religion & Belief,Restaurants,Rock Music,Roleplaying Games,Science,Sensitive Subjects,Service Providers,Shooter Games,Shopping,Soccer,Social Issues & Advocacy,Social Networks,Software,Special Occasions,Sports,Sports News,TV & Video,TV Shows & Programs,Team Sports,Tourist Destinations,Transportation & Logistics,Travel,Urban & Hip-Hop,Virtual Worlds,Visual Art & Design,INFJ,ENTP,INTP,INTJ,ENTJ,ENFJ,INFP,ENFP,ISFP,ISTP,ISFJ,ISTJ,ESTP,ESFP,ESTJ,ESFJ,Accounting & Auditing,Banking,Baseball,Candy & Sweets,Home Appliances,Home Furnishings,Kitchen & Dining,Snack Foods
0.100000001,0,0,0,17,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,25,3,0,0,22,0,0,0,0,0,0,0.074685238,0.008269684,0.002999021,0.000402514,0.010435259,0.004108942,0.037456807,0.356101155,0.001210244,0.000574485,0.01068081,0.001907252,0.017289698,0.006398283,0.005996663,0.461484045,0,0,0,0,0,0,0,0
0.300000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046188407,0.007663031,0.000684777,0.000225143,0.000765664,0.002725237,7.98E-05,4.97E-05,0.721608996,0.14783895,0.000103904,0.065359898,0.002510603,0.003916573,7.42E-05,0.000205144,0,0,0,0,0,0,0,0
0.100000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077429049,0.001536836,0.084931836,0.000172323,0.013867086,0.006726163,0.003264354,0.015334329,0.141985014,0.17335999,0.002469518,0.138439953,0.076561779,0.016912296,0.246552929,0.00045661,0,0,0,0,0,0,0,0
0.100000001,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022133088,0.049030557,0.027162489,0.05857414,0.003956032,0.01746276,0.004996388,0.014343868,0.135370687,0.18552199,0.162331074,0.14141503,0.021417361,0.058959659,0.033535909,0.063789025,0,0,0,0,0,0,0,0
0,0,0,0,0,2,25,1,0,0,4,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,6,0,0,0,0,0,0,0,2,1,2,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,3,0,0,0,0,2,1,0,6,4,0,0,1,0,0,0,0,0.019311827,0.01154317,0.000457127,0.000391023,0.00049575,0.021164604,0.00034444,0.016964987,0.00224697,0.028384283,0.000318069,0.013111301,0.000101722,0.865472853,0.008455138,0.011236745,0,0,0,0,0,0,0,0
-0.100000001,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.001237436,0.000200572,0.001485349,0.005920816,0.001305592,0.000221922,0.001384092,0.000378776,0.058995012,0.001031416,0.128696606,0.006265966,0.010695454,0.000599529,0.772022843,0.009558606,0,0,0,0,0,0,0,0
-0.400000006,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3,0,1,1,21,0,24,0,0,0,0,18,6,0,0,0,0,0,0,0,6,8,1,0,6,0,0,0,0,0,5,5,0,0,2,1,0,0,0,1,8,0,1,0,2,0,0,12,0,0,1,3,3,4,0,1,1,2,0,0,0,1,3,4,0,0,2,1,0,0,0,3,0,2,1,2,0,0,0,1,0,1,0.002876905,0.002637068,0.27500397,0.005274266,0.000642305,0.001336053,0.013551564,0.009574782,0.046276134,0.000632001,0.022381639,0.003183736,0.027974393,0.002058004,0.58621645,0.00038073,0,0,0,0,0,0,0,0
0.100000001,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205509976,0.053728428,0.001552639,0.00496509,0.021967562,0.001349224,0.007136593,0.000523621,0.043774638,0.420018256,0.011494716,0.009761975,0.027086539,0.165157884,0.017919842,0.008052905,0,0,0,0,0,0,0,0
0,0,0,0,0,1,7,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,1,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0.000590769,0.00049378,0.000509738,0.003147651,0.016146196,0.000911638,0.000117687,0.000835445,0.236262709,0.236354843,0.007367323,0.006204164,0.020980956,0.397764087,0.072005339,0.000307524,0,0,0,0,0,0,0,0
0.600000024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022102393,0.049020927,0.027131841,0.058507465,0.003951271,0.017431501,0.004990817,0.014311665,0.135292381,0.185605496,0.162359446,0.14151077,0.021380903,0.058913469,0.033591881,0.063897684,0,0,0,0,0,0,0,0
-0.200000003,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000535813,0.013836074,0.002859215,0.021749737,0.003389064,0.001454809,0.00236301,0.001800009,0.659467697,0.021355949,0.00259501,0.253478169,0.005810129,0.008153808,0.000573966,0.000577511,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000652104,0.000208094,0.000135667,0.002112484,0.000542454,0.000227081,0.000530567,0.000496224,0.018254066,0.001006788,0.073078632,0.125455335,0.011115499,2.83E-05,0.761423349,0.004733461,0,0,0,0,0,0,0,0
-0.300000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006543555,0.00336372,0.005462146,0.001456046,0.00073775,0.002619178,0.00133423,0.004879886,0.011152885,0.001439877,0.448090851,0.41917944,0.077388354,0.000513549,0.013784325,0.002054062,0,0,0,0,0,0,0,0
0.300000012,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,7,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.001472607,0.278910995,0.000209115,0.000122755,0.000807862,0.006578799,8.14E-06,6.02E-05,0.000703293,0.625274837,0.000116179,0.000559161,0.00105077,0.083992429,7.60E-05,5.69E-05,0,0,0,0,0,0,0,0
0.200000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022107596,0.048987173,0.027138662,0.058552545,0.003955859,0.017470801,0.004989635,0.014336307,0.135266855,0.185469136,0.162478715,0.141419783,0.021414118,0.058980256,0.033560205,0.06387227,0,0,0,0,0,0,0,0
0.100000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02210393,0.049021408,0.027157795,0.058478508,0.00394868,0.017429749,0.004986566,0.014283788,0.135161862,0.185397312,0.16259259,0.141549364,0.021417858,0.059034828,0.033579413,0.063856266,0,0,0,0,0,0,0,0
0.100000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.022161881,0.049046621,0.027132034,0.058500282,0.003944048,0.017406072,0.00498278,0.014289059,0.13520734,0.185506999,0.162668377,0.141457796,0.021404427,0.058992632,0.033510651,0.063788921,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000622432,0.002102049,0.842746198,0.003408706,0.003181814,0.00735349,0.011726351,0.026771389,0.016183721,0.001475187,0.001875024,0.005348056,0.005825774,0.013293268,0.052358869,0.005727548,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.022067776,0.048932344,0.027095594,0.058544561,0.003953205,0.017387183,0.004977643,0.014254092,0.135213286,0.185346887,0.162928075,0.141641587,0.021387555,0.059055429,0.033553056,0.063661829,0,0,0,0,0,0,0,0
0.300000012,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006305011,0.000349044,0.000292682,0.000227792,0.019173887,0.000875147,0.007649514,0.008741508,0.304579586,0.159478769,0.005875499,0.046263386,0.010405973,0.006759558,0.398479939,0.024542635,0,0,0,0,0,0,0,0
0.100000001,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005141155,0.709331453,4.38E-06,0.00152284,0.003315152,0.000123366,0.0003352,5.33E-05,0.003153041,0.271618634,0.003348436,0.000943165,0.000329525,0.000431907,0.00015949,0.000188985,0,0,0,0,0,0,0,0
