Datetime,Tweet Id,Text,Username,company_name
2022-02-27 22:47:44+00:00,'1498067353946501130,@jimrexxcox Ty,govan_tawanda,adidasUS
2022-02-16 15:14:07+00:00,'1493966930801307652,Being their grandmother is the best thing in my life. https://t.co/A5tPjJRuvl,govan_tawanda,adidasUS
2022-02-16 15:07:00+00:00,'1493965140798103559,Today my oldest granddaughter step show in school i know she going kill it she going to bring the show down dam i couldn't go but i ask her mother to record it for me.,govan_tawanda,adidasUS
2022-03-04 19:18:19+00:00,'1499826589852438533,"As most of us are watching the terror unfold &amp; feeling helpless. Here are ways you can help support the Ukrainian people. Please share this amongst your network &amp; comment on other ways to help. 

#peace #support #donate #airbnb ⁦@TorontoStar⁩  https://t.co/JuGCEKQdeT",sheronlau888,adidasUS
2022-02-28 12:42:13+00:00,'1498277359744655363,"Don’t forget!!

March 1, 2022 is the deadline for contributing to an RRSP for the 2021 tax year. December 31 of the year you turn 71 years of age is the last day you can contribute to your own RRSP. 

 #rrspdeadline #rrspcontribution #rrsp https://t.co/AOK2WB0KMp",sheronlau888,adidasUS
2022-02-26 13:53:48+00:00,'1497570596024164356,"Happy birthday to my favourite human ❤️❤️❤️ 

You are officially adulting today!! 

18 and counting…….

#happybirthday @matthewgroe3 https://t.co/gTMtuBcOmF",sheronlau888,adidasUS
2022-02-16 21:31:18+00:00,'1494061852564901888,"Exciting news!! 

Thank you @Carly_Clarke @RamsWBB for your support, we are so excited!! 

#community #support #PayItForward #ncct #youthdevelopment #basketball https://t.co/YUyIwbgFD5",sheronlau888,adidasUS
2022-02-14 01:33:48+00:00,'1493035714157719552,BEST ever! https://t.co/fOGu8ePMBr,sheronlau888,adidasUS
2022-02-10 03:32:09+00:00,'1491615946938671105,"I am so grateful to be surrounded by amazing women. It’s such a privilege to be able to wake up everyday and be able to do this!

Go Rams go!!! 

#watchwomenwin #madlove #canadabasketball @RamsWBB https://t.co/VOVgjDQwo8",sheronlau888,adidasUS
2022-02-10 01:19:12+00:00,'1491582491374891012,"Such a fun game! Great win @RamsWBB 

#watchwomenwin #madlove https://t.co/ModR920mIH",sheronlau888,adidasUS
2022-02-08 13:25:30+00:00,'1491040493459099648,@UofT #18 ❤️ https://t.co/tf2NeQoW52,sheronlau888,adidasUS
2022-02-07 20:08:03+00:00,'1490779412257820675,Can’t wait! Will be there! https://t.co/0ikgwn92QY,sheronlau888,adidasUS
2022-02-05 02:34:17+00:00,'1489789445868032004,"@lululemon I couldn’t agree more, but you definitely make them look so good and we are so proud of the gear ❤️",sheronlau888,adidasUS
2022-02-04 19:26:05+00:00,'1489681683712413698,"I’m in LOVE with the Team Canada gear! Amazing job @lululemon you make our country look good!!! 🇨🇦 🍁 

#TeamCanada #lululemon #Olympics2022 #proudcanadian https://t.co/MnrYgVQMOs",sheronlau888,adidasUS
2022-03-05 15:39:20+00:00,'1500133868539678722,@pulte Love that quote,catfield85,adidasUS
2022-03-04 19:39:27+00:00,'1499831907886026754,@cloud10beauty @JaneJetson17,catfield85,adidasUS
2022-03-04 19:38:35+00:00,'1499831692764368906,@cloud10beauty @annajo1982,catfield85,adidasUS
2022-03-04 19:38:25+00:00,'1499831648363466754,@cloud10beauty @Ashleyt8989,catfield85,adidasUS
2022-03-04 19:38:20+00:00,'1499831629568790528,@cloud10beauty @soldier_sister7,catfield85,adidasUS
2022-03-04 19:38:16+00:00,'1499831612892139521,@cloud10beauty @mamamoose18,catfield85,adidasUS
2022-03-04 19:38:01+00:00,'1499831547586924546,@cloud10beauty @MackenzieGithe1,catfield85,adidasUS
2022-03-04 19:37:54+00:00,'1499831518432317444,@cloud10beauty @Rhondacarlton5,catfield85,adidasUS
2022-03-04 19:37:49+00:00,'1499831498601598980,@cloud10beauty @dianadavidson,catfield85,adidasUS
2022-03-04 19:37:44+00:00,'1499831479521656832,@cloud10beauty @x3alwayszn4ev,catfield85,adidasUS
2022-03-04 19:37:40+00:00,'1499831462610227209,@cloud10beauty @PhinneyVicki,catfield85,adidasUS
2022-03-03 18:29:55+00:00,'1499452022600388613,@FCPortoGlobal is Porto done scouting any of the Colombians 🇨🇴 and Mexico 🇲🇽 young talents? I see they have had success with more home grown portugués.,Raymund74608587,adidasUS
2022-02-27 23:48:59+00:00,'1498082765614506003,He’s a salty Salvi 😅😅 https://t.co/1cdTpVIP1l,Raymund74608587,adidasUS
2022-02-27 22:19:05+00:00,'1498060145447907331,#NewProfilePic https://t.co/zyqK5EuZzP,acenthajeep,adidasUS
2022-03-04 23:15:19+00:00,'1499886235036311555,@fdematch En même temps la soupe est bonne au QSG,Satan_2_,adidasUS
2022-03-04 22:41:23+00:00,'1499877696733646848,@_BeFoot Ronaldo et Messi sont finito,Satan_2_,adidasUS
2022-03-04 21:13:39+00:00,'1499855617669935104,@raplume https://t.co/P9sff1gUE5,Satan_2_,adidasUS
2022-03-04 15:28:57+00:00,'1499768870793531392,@Djelmatw ♐,Satan_2_,adidasUS
2022-03-04 15:11:44+00:00,'1499764538614460418,@lounes2vvs J'étais à fond derrière la Suisse perso,Satan_2_,adidasUS
2022-03-03 19:03:19+00:00,'1499460430670053388,@Netflixcestlavi Burger King,Satan_2_,adidasUS
2022-03-02 22:08:46+00:00,'1499144712678264833,@Cultifoot Hasselbaink,Satan_2_,adidasUS
2022-03-01 20:25:05+00:00,'1498756230856253441,@Footballdayy10 Encore ces satanés médias espagnols qui font du putaclic,Satan_2_,adidasUS
2022-03-01 20:08:33+00:00,'1498752070484217857,@VibesFoot Y'a beaucoup de gens qui dévalorisent Puma mais c'est une bonne marque,Satan_2_,adidasUS
2022-03-01 16:53:41+00:00,'1498703030866395139,@Djelmatw @Heihachi_57,Satan_2_,adidasUS
2022-03-01 10:28:13+00:00,'1498606021912186882,@Footballogue @diarioas Arrêtez de relayer les conneries des médias espagnols,Satan_2_,adidasUS
2022-01-24 19:40:48+00:00,'1485699121843429400,"@NadineDorries Yes Nadine, yes it is. Especially when you have threatened the rest of the country with arrest for doing exactly that.",tommy8_9,adidasUS
2022-01-24 19:16:25+00:00,'1485692988403691523,"@sueperkins Wonder which excuse he'll pull out this time:
a)there was cheese &amp; wine so it was a work event
b)I wasn't there, and if it is proved I was there it was only for a minute or two
c) it's my birthday and I'll party if I want to, party if I want to",tommy8_9,adidasUS
2022-01-24 19:13:44+00:00,'1485692310776074244,"@merlinwardcom @sueperkins IF it was a surprise party, he could have sent everyone home the moment he walked in the door telling them they were breaking the rules and ""thanks but this isn't right"". He is the PM, he sets the tone and standards for those around him - it seems that tone was party party party!",tommy8_9,adidasUS
2022-01-08 17:08:38+00:00,'1479862623776788484,Surprised @FlintshireCC  is having such a say in what an English club does… https://t.co/tckYcz3Gma,tommy8_9,adidasUS
2021-09-14 22:16:26+00:00,'1437903092742246400,"@GMB @gmb Is he really a UN Ambassador? Can't find any mention of him on any UN website other than mentions of the football club he ran being the ""greenest football club"". Not sure that equated to ""UN Ambassador""",tommy8_9,adidasUS
2021-09-06 18:15:47+00:00,'1434943428471709696,@chrisshipitv @normanbarker Don't forget to point out Norman Baker is trying to push his book which is all about royal finances. Got to look at the context sometimes,tommy8_9,adidasUS
2021-09-06 18:14:07+00:00,'1434943009079140353,@JenCarsonTaylor @chrisshipitv  wonder if any of the latest developments are down to this - similar to the campaign for squad members to complain to  Ofcom re @piersmorgan,tommy8_9,adidasUS
2021-08-29 13:47:17+00:00,'1431976751656325120,"@Em_meh They bullied the mil'try &amp; gov into prioritising them over others, all seemingly acceptable coz Pen is a veteran. No other charter flights were allowed &amp; if ppl had known charter flights were allowed I bet ppl around world would have fundraised for charter flights for people.",tommy8_9,adidasUS
2021-08-28 15:59:39+00:00,'1431647674806284292,"@DeborahMeaden These are horrendous times but allowing a twitter tsunami against ppl doing their best is  wrong. Its great the animals have got out, but could have been done without so much anger and hurt. I usually love everything you do, really gutted to feel so differently from you on this.",tommy8_9,adidasUS
2021-08-28 15:58:25+00:00,'1431647364310343691,"@DeborahMeaden Sorry but way this has gone has been unpleasant to say least, bullying civil servants &amp; MOD staff to get animals out while they are trying to get thousands of people out in such difficult circumstances. Not from you at all but from some.",tommy8_9,adidasUS
2021-08-28 15:47:53+00:00,'1431644713971486728,"@Em_meh Time to load one car that is sitting at airport vs time to load 100+ animals in individual cages...time that another plane could be in its slot. It should be about getting what we can out as safely &amp; quickly as possible, people first  &amp; where room other cargo inc animals.",tommy8_9,adidasUS
2022-02-28 01:47:32+00:00,'1498112602639110146,@BMW 430i ever i see,SafwanXninoo,adidasUS
2022-02-25 22:41:20+00:00,'1497340969250791426,Goals of been champions Europe https://t.co/vovnoH3SQT,SafwanXninoo,adidasUS
2022-02-25 22:40:15+00:00,'1497340693043417088,El nino ❤️ https://t.co/FsSlUnehmy,SafwanXninoo,adidasUS
2022-02-25 22:14:07+00:00,'1497334117276557313,"Do you spend time with your family ?
Sure i spend time with my family
Good a man who doesn't spend time with his family can never be a real man."" https://t.co/6uIZMVKWWL",SafwanXninoo,adidasUS
2022-02-25 22:08:51+00:00,'1497332793487024139,"@godfathermovie A film having best cast ever been consistent al Pacino and de Niro
Does need to say it best film ?!",SafwanXninoo,adidasUS
2022-01-18 14:09:37+00:00,'1483441452172689412,@charlieINTEL 😯😯😯😯😯,SafwanXninoo,adidasUS
2021-10-04 20:34:20+00:00,'1445125155949273096,@liverpoolkurd 😮,SafwanXninoo,adidasUS
2021-10-04 18:22:43+00:00,'1445092031785807886,@espn 😂😂,SafwanXninoo,adidasUS
2021-07-15 05:45:02+00:00,'1415547937766219777,Bad News 🗞️ https://t.co/5vt8FDAbNn,SafwanXninoo,adidasUS
2021-07-15 05:42:41+00:00,'1415547346528657411,@JJKPerfectShots Season 2 💔,SafwanXninoo,adidasUS
2021-07-15 05:42:17+00:00,'1415547246565904386,@DrSpacemanGames 🤝👏👏,SafwanXninoo,adidasUS
2022-02-23 23:01:47+00:00,'1496621336415940609,#طرد_السفير_الهندي,mohamed69640631,adidasUS
2021-04-21 22:22:17+00:00,'1384995935105781760,#مقاطعه_المنتجات_الفرنسيه175,mohamed69640631,adidasUS
2021-04-19 22:58:06+00:00,'1384280172929556481,#مقاطعه_المنتجات_الفرنسيه175,mohamed69640631,adidasUS
2021-04-19 11:23:06+00:00,'1384105268540186628,#مقاطعه_المنتجات_الفرنسية174,mohamed69640631,adidasUS
2021-04-18 12:05:37+00:00,'1383753583716311045,#مقاطعه_المنتجات_الفرنسية173,mohamed69640631,adidasUS
2021-04-18 00:04:16+00:00,'1383572049755443210,#مقاطعه_المنتجات_الفرنسيه172,mohamed69640631,adidasUS
2021-04-16 22:08:38+00:00,'1383180561221619714,#مقاطعه_المنتجات_الفرنسيه172,mohamed69640631,adidasUS
2021-04-16 02:29:47+00:00,'1382883892168904705,#مقاطعه_المنتجات_الفرنسيه171,mohamed69640631,adidasUS
2021-04-14 23:00:44+00:00,'1382468895131455492,#مقاطعه_المنتجات_الفرنسيه170,mohamed69640631,adidasUS
2021-04-14 02:14:33+00:00,'1382155281812033545,#مقاطعه_المنتجات_الفرنسية169,mohamed69640631,adidasUS
2021-04-13 02:25:39+00:00,'1381795690540584961,#مقاطعه_المنتجات_الفرنسيه167,mohamed69640631,adidasUS
2022-03-05 22:37:10+00:00,'1500239021091569668,@JuliaDavisNews This is old footage,GTalker22,adidasUS
2022-03-05 22:29:46+00:00,'1500237159449743361,"@JuliaDavisNews It’s not real. They digitally altered to make it look like he’s around people.

He’s green screened in.",GTalker22,adidasUS
2022-03-05 19:58:43+00:00,'1500199145637924866,@RT_russian Лучшая безопасность для российских военных: Закончи войну и немедленно отправляйся домой,GTalker22,adidasUS
2022-03-05 18:22:30+00:00,'1500174934148096013,"@RT_russian если бы не было вторжения, не было бы нужды и в оружии",GTalker22,adidasUS
2022-03-05 18:18:59+00:00,'1500174049112203264,@vaju01 @RT_russian «Единственный способ спасти их — убить их»,GTalker22,adidasUS
2022-03-05 17:48:06+00:00,'1500166273514229767,"@RT_russian если бы не вторжение, не было бы нужды в помощи.  иди домой!",GTalker22,adidasUS
2022-03-05 04:11:47+00:00,'1499960844762947591,"@NBCNews If this happens Ukrainians will not follow the puppet.
Like The Baltic Republics after WWII the embassy abroad will help constitute a new legitimate government until free elections can be held again.",GTalker22,adidasUS
2022-03-05 04:06:32+00:00,'1499959519736176641,"@ArmedForcesUkr “What did your buddies from work do this weekend?”
This guy just out did them all.",GTalker22,adidasUS
2022-03-05 04:04:20+00:00,'1499958967883153409,"@NikaMelkozerova 3/ Please stay safe and be well.
Thank you for telling us all the truth about what is happening.",GTalker22,adidasUS
2022-03-05 03:56:30+00:00,'1499956995138404361,@apolyakova Samizdat comeback?,GTalker22,adidasUS
2022-03-05 03:56:06+00:00,'1499956895771148288,"@apolyakova Is there any kind of free radio Radio?
BBC? European Broadcasts? Even VOA?",GTalker22,adidasUS
2022-03-03 08:49:23+00:00,'1499305927945736195,The day call me whenever leaks is the day I can rest easy!😤😢🤯 #JuiceWRLD #leaks #LLJW,ReeceWRLDD,adidasUS
2022-03-02 12:19:54+00:00,'1498996518984073217,@raptvcom Goodbye &amp; Good Riddance!!,ReeceWRLDD,adidasUS
2022-02-28 16:38:46+00:00,'1498336889975283716,@JWaddleIsTop5 @STRAPPEDUS We lucky your opinion doesn’t matter to no one .,ReeceWRLDD,adidasUS
2022-02-27 21:33:01+00:00,'1498048549707264007,"The 2 x verses off Donda2
True Love and Selfish , Ye handled the verses perfectly 🤯🔥 #DONDA2 #LLJ #KanyeWest #music https://t.co/8yCqH9AGtV",ReeceWRLDD,adidasUS
2022-02-27 21:22:11+00:00,'1498045822612779011,Old account got suspended for little reason 😂. https://t.co/oOHWubWnwU,ReeceWRLDD,adidasUS
2022-03-03 02:53:34+00:00,'1499216383778988033,Recognize when it’s time to make a shift and be real with yourself when making those decisions,ThatguyDenz,adidasUS
2022-03-01 04:51:20+00:00,'1498521243670167562,Feeling like this notion of “taking baby steps” isn’t enough to catch up and keep up in the world we live in these days,ThatguyDenz,adidasUS
2022-02-24 20:55:46+00:00,'1496952011396419588,Working on creating more https://t.co/1UjZTm0Ho0,ThatguyDenz,adidasUS
2022-02-23 00:09:46+00:00,'1496276060236824589,Creativity inherently requires one to think contrary to the direction that our comfort zone wants to go. Embrace it,ThatguyDenz,adidasUS
2022-02-22 01:08:04+00:00,'1495928343933370369,It’s about time to make a change and be intentional with everything I do,ThatguyDenz,adidasUS
2017-12-20 17:04:37+00:00,'943527570913538048,Quick Update: https://t.co/GDi4T4SOyS via @YouTube,ThatguyDenz,adidasUS
2017-10-24 11:00:07+00:00,'922779731442925568,NO Fish Juice?! (LATE vlog!) - ThatguyVlogs 9: https://t.co/dLpwFBh81g via @YouTube,ThatguyDenz,adidasUS
2017-08-05 14:52:18+00:00,'893847134553985024,Going Out In The Rain - ThatguyVlogs 8: https://t.co/nIvSucOv3r via @YouTube,ThatguyDenz,adidasUS
2017-07-07 16:26:35+00:00,'883361612446531588,I added a video to a @YouTube playlist https://t.co/HMhVgEZcQn ThayguyVlogs 7 - Square One Round Two,ThatguyDenz,adidasUS
2017-07-07 14:48:43+00:00,'883336983405371392,ThayguyVlogs 7 - Square One Round Two: https://t.co/HMhVgEZcQn via @YouTube,ThatguyDenz,adidasUS
2017-06-25 23:35:32+00:00,'879120909344354305,GoPro Hero 5 Black Time Lapse (VERY SHORT): https://t.co/ahQomIS1l8 via @YouTube,ThatguyDenz,adidasUS
2022-02-27 21:31:52+00:00,'1498048259780222977,https://t.co/3QLkeQea9b https://t.co/6yyhmeXP0f,Morika64090776,adidasUS
2017-08-31 15:53:11+00:00,'903284542290763776,"@therealsnorky im still not convince because @mahrez is in spain, difficult deal",JeromeDNelson2,adidasUS
2017-07-31 13:38:42+00:00,'892016675150852097,"@richardbranson If l feel worthless of the situation in the world, how can l be a helped with no funding.",JeromeDNelson2,adidasUS
2017-07-31 13:34:58+00:00,'892015732069982209,@BillGates This is health facility people used in Liberia to treat diabetes. Ebola make those kids homeless. Please helped now. 6092223774. giftintl https://t.co/mad4OVgx9p,JeromeDNelson2,adidasUS
2017-07-31 13:29:04+00:00,'892014249761017857,"@BillGates After the Ebola crisis, Liberia is now left with diabetes, homeless kids that lost their parents and hunger, please helped this initiative.",JeromeDNelson2,adidasUS
2017-07-31 13:25:09+00:00,'892013263386497024,"@BillGates @BillGate nice of all your initiative through your foundation, please turned to Liberia/west Africa, where 100s are dying from healthcare.",JeromeDNelson2,adidasUS
2017-07-31 13:13:30+00:00,'892010330926329859,"@richardbranson Hi @richardbranson! Nice. Only a phone call from you can help my initiative. You are a great man, my#: 1-609-222-3774. @giftintl88.com",JeromeDNelson2,adidasUS
2017-07-28 03:41:25+00:00,'890779199254016001,@nokidhungry @nokidhungry thanks for the initiative,JeromeDNelson2,adidasUS
2017-07-28 03:36:28+00:00,'890777953126187008,"When the head of the household died, the house become a empty shield. After the Ebola crisis in Liberia/WestAfrica. https://t.co/EDhGR0kCxU",JeromeDNelson2,adidasUS
2017-07-28 03:27:30+00:00,'890775696255184896,"Those kids could be the next decision maker in the world, joined @giftinternational secure the future of those kids. https://t.co/TKcoY5ij4e",JeromeDNelson2,adidasUS
2017-07-28 03:04:07+00:00,'890769810916864001,@BillGates Uhmm uhhhmm!!!!! @BillGates nice,JeromeDNelson2,adidasUS
2017-07-19 15:51:11+00:00,'887701360543662084,Survey of rich soil for agriculture(farming) in Liberia-west Africa by gift international. https://t.co/ZvSSC4J7fg,JeromeDNelson2,adidasUS
2022-02-06 09:00:40+00:00,'1490249070828560391,@rodwave Rod. Video not available in South Africa 😢,AgeBlack13,adidasUS
2022-01-30 13:48:37+00:00,'1487784819912323073,@GTAOnlineRDC White,AgeBlack13,adidasUS
2022-01-13 10:10:57+00:00,'1481569449845141505,#NewProfilePic https://t.co/9hKYaQv1Ca,AgeBlack13,adidasUS
2022-03-04 17:50:19+00:00,'1499804443885416453,🦁❤️💙 https://t.co/ZKkAlVIMMr,Ozoz50,adidasUS
2022-03-04 17:48:55+00:00,'1499804091798728707,🔵🔴 https://t.co/44chMnl8Aw,Ozoz50,adidasUS
2022-03-04 17:42:40+00:00,'1499802522206314508,#كل حب الدنيا في قلبي ليك 😍,Ozoz50,adidasUS
2022-03-04 11:22:09+00:00,'1499706760948592641,#ماتعسرت والا تيسرت بفضل ربك ✌🏼,Ozoz50,adidasUS
2022-03-04 11:01:37+00:00,'1499701592467152897,#جمعه مباركة علي جميع المسلمين ✌🏼,Ozoz50,adidasUS
2022-03-02 11:54:30+00:00,'1498990127691046918,#الاب حياة يابختك يالي عيشها 🙏🏼,Ozoz50,adidasUS
2022-03-02 11:52:39+00:00,'1498989659791241219,#استمر لا يضيع الله تعبك ✌🏼,Ozoz50,adidasUS
2022-03-01 19:38:01+00:00,'1498744385353175051,@IbrahimFayek ده دنب الكابتن طلعت يوسف ولسه اللي جاي 🔵🟡,Ozoz50,adidasUS
2022-03-01 11:29:43+00:00,'1498621502660530179,✌🏼🦁❤️ https://t.co/srOlK6CLAH,Ozoz50,adidasUS
2022-03-01 10:32:15+00:00,'1498607039282651136,✌🏼❤️ https://t.co/ROxQgaEWg1,Ozoz50,adidasUS
2022-02-28 06:52:11+00:00,'1498189270703652865,#يافتاح ياعليم يارزق ياكريم ✌🏼💪🏼,Ozoz50,adidasUS
2022-02-22 23:48:43+00:00,'1496270763179008000,"@khm_althani 1) Manchester City
2) Bayern Munich
3) Liverpool",Pallarex,adidasUS
2022-02-17 16:16:42+00:00,'1494345068878123011,@jotajordi13 @EuropaLeague Y que un culé de tricampeonato de europa,Pallarex,adidasUS
2022-02-17 16:14:26+00:00,'1494344497370644481,@hewson_jess @politic33627762 @simon77100300 @jorgeadedo Ojalá fuera así de fácil,Pallarex,adidasUS
2022-02-17 15:56:50+00:00,'1494340070593032199,"@hewson_jess @politic33627762 @simon77100300 @jorgeadedo Como puedes hacer conclusiones tan complejas con una fracción de video de un medico hablando? El nivel de debate debe limitarse a metanálisis, ensayos clínicos aleatorizados, medicina basada en la evidencia.",Pallarex,adidasUS
2022-02-17 15:51:08+00:00,'1494338634736013312,"@simon77100300 @politic33627762 @hewson_jess @jorgeadedo Pruebas in vitro, en humanos la concentración mínima inhibitoria es tóxica, esa discusión es del 2020. No sirve la Ivermectina.",Pallarex,adidasUS
2022-02-17 15:47:45+00:00,'1494337782096949259,"@simon77100300 @politic33627762 @hewson_jess @jorgeadedo Metanálisis, si sabes que es?
https://t.co/oQGwKRyLs4",Pallarex,adidasUS
2022-02-17 15:43:50+00:00,'1494336798276734976,@hewson_jess @politic33627762 @simon77100300 @jorgeadedo Tendría que darte una clase intensiva de ventilación mecánica invasiva para que igual no lo entiendas... Lo que se expone en el vídeo solo demuestra una profunda ignorancia.,Pallarex,adidasUS
2022-02-17 13:25:35+00:00,'1494302004100878341,"@simon77100300 @politic33627762 @hewson_jess @jorgeadedo Y dele con la Ivermectina, ya se demostró que no sirve para nada...",Pallarex,adidasUS
2022-02-17 13:10:09+00:00,'1494298122578714627,"@politic33627762 @simon77100300 @hewson_jess @jorgeadedo Ud se está contradiciendo, dice que no están recibiendo un tratamiento eficaz y eficiente y después dice que no hay mucho por hacer...",Pallarex,adidasUS
2022-02-17 13:08:34+00:00,'1494297724774240256,"@hewson_jess @politic33627762 @simon77100300 @jorgeadedo Carajo, eso es lo más estúpido que he leído en meses",Pallarex,adidasUS
2022-02-17 12:32:41+00:00,'1494288692361498630,@simon77100300 @hewson_jess @jorgeadedo Cual es el tratamiento eficaz y eficiente para el Covid para evitar que el problema se agrave?,Pallarex,adidasUS
2022-02-27 19:36:35+00:00,'1498019247355797505,@RealMrumaDrive ♥️,mbaliyezwes,adidasUS
2022-02-23 09:03:41+00:00,'1496410423389786116,@zaulaano10 Lord what's happening 💔,mbaliyezwes,adidasUS
2022-02-19 00:53:48+00:00,'1494837587911053318,@rhadebeliihle 👏👏👏,mbaliyezwes,adidasUS
2022-02-18 23:24:16+00:00,'1494815056864890893,@GYerathel Ave beneskhwele 🙆,mbaliyezwes,adidasUS
2022-02-18 22:56:01+00:00,'1494807948480200708,@GYerathel Ey🙄,mbaliyezwes,adidasUS
2022-02-17 15:23:32+00:00,'1494331688096178181,@syantombela @Sifiso____ Shwele😂😂😂😂,mbaliyezwes,adidasUS
2022-02-09 15:17:31+00:00,'1491431071824719881,"@DebonairsPizza I bought pizza at Debonairs Vryheid and this is what I got, its fair though? https://t.co/AhI4NCXcsy",mbaliyezwes,adidasUS
2021-11-10 10:44:16+00:00,'1458385008830332930,@Mbali__Mthethwa 😂😂,mbaliyezwes,adidasUS
2015-06-15 11:03:31+00:00,'610402250675122176,@NkosiMuntuza,mbaliyezwes,adidasUS
2020-11-26 21:31:07+00:00,'1332074429493481472,Size 13 https://t.co/EFeXbAId8m,KevinRitz19,adidasUS
2020-09-26 08:42:53+00:00,'1309775439645339649,@kanyewest,KevinRitz19,adidasUS
2020-08-02 18:07:57+00:00,'1289986307393859586,Hilf mir bitte den Travis Scott x Air Jordan 1 im Wert von 1.500€ zu gewinnen! https://t.co/WMoPjp3AfQ,KevinRitz19,adidasUS
